mssv,namsinh,gioitinh,dtbhk_1,dtbhk_2,dtbhk_3,dtbhk_4,dtbhk_5,dtbhk_6,dtbhk_7,dtbhk_8
EF66FA8BXPvAibaEXe8jzQvYm0cG3dVaR8znjJ7F,0,-1,8.31,8.89,8.38,8.19,8.73,7.68,8.5,9.07
EF6D3E34XPvAibaEXe9o3csoNuwUvO7brxBe1EBb,1996,1,5.94,7.03,6.41,5.86,5.24,6.85,4.36,1.85
EF7286B8XPvAibaEXe/IDqkIV3HZql/NteaKWRBa,0,-1,6.38,7.95,8.19,9.04,8.17,8.68,8.78,8.45
EF769B08XPvAibaEXe9H934gSfpwpLzXBth40Lp1,0,-1,9.24,8.76,8.96,8.88,8.7,8.8,8.83,8.53
EF7E282AXPvAibaEXe+SrLE9JUD3pFxKzNv+IPcg,1997,1,9.04,8.07,8.34,7.9,6.24,7.12,7.06,5.45
EF83A30CXPvAibaEXe8obZrDicJ9si77HqChrJ4v,0,-1,7.29,7.73,7.42,8.18,7.31,8.03,7.45,8.34
EF902C02XPvAibaEXe9x0CaUg4pZozXRa04bbO7k,1996,1,5.44,5.46,6.54,5.58,6.62,6.16,4.28,5.75
EF91CAD1XPvAibaEXe9ElaXLEceHDgBBsI9/SZb9,0,-1,7.98,7.54,6.95,7.68,7.27,7.55,8.32,7.06
EF9FB66BXPvAibaEXe9Hf/fJ8gF3Wr/Y2SyxD2Ro,2001,1,4.14,1.18,4.87,4.5,4.49,6.4,6.74,5.67
EFA54F15XPvAibaEXe+Ya8MABQC4RGkaof6tvH6H,0,-1,8.04,7.69,7.58,7.43,7.37,7.48,7.47,7.78
EFA7B0CBXPvAibaEXe8YlvtcvZCDlUhJKfH2ifYh,1999,1,6.93,6.17,7.24,7.25,5.88,6.99,6.94,6.91
EFA92570XPvAibaEXe8s1xx8DWM0qh0wHqaPbJbq,1995,1,6.0,5.11,6.74,6.55,6.54,7.23,7.42,8.53
EFC6CC7FXPvAibaEXe/7VNok06ub0LxKcLYQ406/,2001,1,5.14,3.62,4.61,1.68,5.6,4.52,1.33,3.3
EFC8D06FXPvAibaEXe+rNPAzQP/2T2ykV+KcDVNH,0,-1,8.28,8.66,8.73,8.69,8.8,8.91,9.09,9.22
EFCB9543XPvAibaEXe9WGATIMl02LHB8H3jszgG1,1998,1,4.68,0.27,2.22,0.32,3.75,1.23,1.36,5.85
EFCCF3D6XPvAibaEXe88UewilValgDpiGumL8Enb,1996,1,8.28,7.88,8.28,7.28,7.08,7.82,8.35,8.59
EFCE2778XPvAibaEXe8d4Zyk6xKs03CAQshNObTY,1999,1,7.21,6.6,5.77,7.86,6.0,7.34,7.31,7.88
EFD1CDDCXPvAibaEXe+9tOqtJ+TlMia3dZtAJFg/,1999,1,6.54,6.43,7.65,7.06,8.14,7.83,8.05,9.12
EFD58EF6XPvAibaEXe8l2SPBJihvxQ2JmSiRNc4J,1998,0,3.16,1.4,3.98,3.34,2.87,4.59,5.98,6.61
EFD5EDEAXPvAibaEXe/ySB38mc1TId/PzusshAEn,0,-1,8.89,9.4,8.91,8.42,8.86,8.25,8.74,9.07
EFD742CDXPvAibaEXe8k9aD0YXzUPiN76vauZRDr,1995,1,5.68,5.98,6.57,6.21,6.85,6.76,7.24,7.84
EFDC5F03XPvAibaEXe9fwH3SYO7GzZZmuFuLXxAm,0,-1,8.83,8.75,8.64,8.49,9.44,8.43,8.97,8.98
EFEA3D9BXPvAibaEXe//3t8+us0X0rWgfBUvJ9Bi,1995,1,7.11,8.14,7.36,7.07,7.19,7.41,7.91,8.36
EFF701F9XPvAibaEXe/wWJcOC1lMF5wDp/tPu3Tm,0,-1,8.23,7.79,8.11,7.94,7.69,7.98,7.98,8.04
EFFA8902XPvAibaEXe+sosjdwIA4L1Xiy4rLF72D,0,-1,6.9,4.3,4.97,6.29,5.87,6.4,5.94,6.28
EFFF1E9EXPvAibaEXe9QJDM9nE85iKiZez+gxzZL,1996,1,2.0,2.8,1.02,0.76,5.25,3.64,6.54,3.94
F0033017XPvAibaEXe9pz/hgBFL5IPTc9ivhe27X,1997,1,7.52,5.75,7.78,7.26,7.28,6.72,6.48,6.04
F00CF533XPvAibaEXe8Zj2AQQ+YjPPFZCEBRcO8H,0,-1,6.16,4.19,1.73,5.63,5.38,5.75,6.25,6.72
F00FA95AXPvAibaEXe+iIJOpfrvDwyFLtazciWEk,2001,1,6.63,6.52,6.53,5.5,7.23,7.37,7.27,7.7
F0129D3CXPvAibaEXe+Xxbs4kvH/ky9l7Bh9fl0K,1996,1,5.08,0.84,0.28,2.19,1.81,1.65,4.25,3.82
F01ED216XPvAibaEXe91lOGt4F0zYCUFahx92xha,0,-1,6.61,7.29,7.39,7.78,7.89,7.55,7.63,6.83
F02465F1XPvAibaEXe/4WyTnp6RTwjqMD+2I/7zt,1999,1,8.02,7.93,7.89,8.64,7.43,7.56,8.5,8.1
F0261509XPvAibaEXe+eIy6TmCsZu0RLWC8H9A9f,1998,0,8.55,4.48,2.78,3.96,5.51,4.25,4.23,7.24
F0291E22XPvAibaEXe8o0Tnwwz3u31MPoj5STmqZ,1998,1,5.99,5.6,7.15,7.73,6.44,6.88,5.3,6.65
F0307B8CXPvAibaEXe9oautwyg1fuDuNoJx9Vn4E,0,-1,6.86,6.58,7.31,7.12,6.77,7.88,7.4,7.75
F0331FB3XPvAibaEXe+E+n9mGyneJ0MHxGhsw/QY,1997,1,7.01,5.53,5.77,6.13,7.26,6.56,6.16,7.96
F03B1465XPvAibaEXe97hU2RTHdNnBRrvP91HIpv,1995,0,8.09,8.19,8.33,8.96,9.48,9.2,9.12,8.7
F03E04FAXPvAibaEXe8J1cEUcgbYoQIlVzmlWa0X,0,-1,6.42,7.11,2.41,7.24,6.29,7.22,7.76,5.91
F04DAB48XPvAibaEXe+oo0hccQuSuF2V98IwNKVT,2000,1,6.55,7.0,5.06,7.23,5.89,7.6,7.86,7.27
F056C507XPvAibaEXe9Fg4HjUy856fFEqIrYNnGE,1999,1,7.5,7.35,7.22,7.78,8.01,7.58,6.24,8.92
F05F6721XPvAibaEXe9ggqkCdMDyeDukswKmt5gh,1999,1,8.11,7.69,7.64,7.69,7.41,7.64,6.93,8.19
F065693BXPvAibaEXe9agUz/x4Y2HhRgDsKcyGsP,0,-1,8.49,6.59,8.26,7.61,8.4,8.36,8.25,9.22
F0656A7AXPvAibaEXe/6gqqbvLbYM40ZtTLrkgFa,2001,1,8.98,8.11,8.32,8.39,8.59,9.0,8.73,8.63
F06A3C0FXPvAibaEXe+NmgQbVGcjJ7ZdQvWRioyl,1995,1,7.25,6.74,5.35,5.46,6.02,6.62,5.63,7.03
F06D81B0XPvAibaEXe+L4+qEMJ/L9UjIb2oK9DXa,1999,0,6.76,6.68,6.94,7.39,7.3,8.45,8.39,8.7
F073E236XPvAibaEXe/7VXm0xgXldHR4zGalFEDr,1998,1,7.88,6.85,8.09,7.33,6.51,7.65,6.73,8.09
F07997ADXPvAibaEXe+ba4DZYrt+PLuUQfxkDw3t,2001,1,9.39,9.24,8.6,8.6,8.93,9.3,8.92,8.63
F07FCC1CXPvAibaEXe+RQyZpP6sq6vtKh1D4q6br,2000,1,6.93,7.24,6.56,7.63,6.41,6.12,7.94,7.39
F0869BD7XPvAibaEXe9sAb//V6ZS2F0Wsf8eXJUN,0,-1,5.09,6.75,5.95,6.07,7.19,6.36,6.4,7.64
F08854D3XPvAibaEXe8h19maTis8uCOPGbLWpKRU,2000,1,6.81,5.82,6.58,6.7,7.2,8.43,6.87,8.0
F0956068XPvAibaEXe/V2dF0qjs8bUnaC6RcyGOL,1995,1,5.14,3.88,5.13,6.43,6.96,2.76,5.4,3.89
F095C0CEXPvAibaEXe9Tdz4CswjA140A5JVmCaNn,2001,1,3.84,1.71,1.85,3.04,2.77,3.21,4.51,4.44
F09BF74EXPvAibaEXe+boSxJoV2lkABL0foWIXoK,2001,1,7.79,7.01,7.37,7.58,7.54,6.62,6.79,7.35
F09E416CXPvAibaEXe9sUz+dc1ML5JRuMvaWnFIR,1997,1,7.98,7.27,7.24,7.75,7.45,8.05,7.68,8.58
F09E9FACXPvAibaEXe+sBdllagOZEcj+elgrzfZb,0,-1,6.62,5.16,6.59,6.15,6.88,6.19,6.8,7.77
F0A39268XPvAibaEXe+iIJOpfrvDw+wwVAHpHkrV,2001,1,7.91,7.61,7.53,7.96,7.89,7.07,7.31,7.65
F0A3A9F8XPvAibaEXe8zAo0wu8vadrVvbFNnuZKO,1999,1,7.73,7.08,8.38,7.73,8.2,7.94,8.51,8.36
F0A647A5XPvAibaEXe+VDSoAYozpwxu4EUSrr8sK,1997,1,8.54,7.98,7.24,5.09,7.04,6.32,6.07,5.25
F0A72C43XPvAibaEXe/HUzLtjodNT1dQDNcl9xwj,0,-1,8.92,9.17,8.95,8.39,8.11,8.71,8.84,8.78
F0B16FC1XPvAibaEXe/KzUC9/fyuEmbehwHEQHbD,0,-1,3.39,0.99,1.38,0.5,6.35,1.63,3.07,5.6
F0BCB98DXPvAibaEXe887JOjhk2RVxFu4KbOvQpb,1996,1,2.19,0.06,1.48,2.01,2.38,3.39,6.55,4.13
F0C15C4CXPvAibaEXe/7sxkigC7f5yQxLj4lTYh9,1995,1,5.73,4.47,6.54,7.14,6.16,6.7,7.23,7.71
F0C20349XPvAibaEXe+Hr3DoUa42WdHpfgDUcGXi,0,-1,8.68,8.29,8.43,8.37,7.88,8.37,8.46,8.93
F0CC1550XPvAibaEXe/hbpXNN0JwRxEXr0iK3m3J,0,-1,9.08,9.09,9.0,8.8,8.54,8.68,9.07,7.94
F0D2CEF0XPvAibaEXe8SXrohzbXmS8QYapbubv/J,1997,1,9.02,6.79,7.28,6.75,7.23,7.25,7.83,7.65
F0D55309XPvAibaEXe9JdUmjPcaT8jvBqJAmS4kY,1995,1,6.45,6.4,7.32,6.98,5.98,7.54,8.42,7.65
F0DA4E5BXPvAibaEXe88UewilValgCEO6Q/IE/fA,1996,1,7.29,6.37,7.1,6.31,2.07,2.52,5.08,3.09
F0DCD359XPvAibaEXe9/yTscVGvCl9W7ORdjacjT,0,-1,7.86,7.67,7.49,8.11,7.98,7.8,7.73,8.57
F0DDE2E8XPvAibaEXe9tVd6vhP62h6WlGDFtlvFt,2000,1,9.54,8.88,8.77,8.75,8.57,8.58,9.05,9.27
F0EE1719XPvAibaEXe9o3csoNuwUvKSzmcM5X/Yg,1996,1,5.59,2.44,2.35,1.66,5.07,3.97,5.54,4.61
F0F2F362XPvAibaEXe9upvU5DvuC9vpGmW+2YsWe,1995,1,5.66,5.08,6.85,6.52,4.54,5.63,5.17,3.24
F0F88E7EXPvAibaEXe97wmuqTYuV7VibsH6BPRXy,1998,1,8.08,6.02,7.99,6.78,5.52,5.11,4.9,4.27
F0FFA866XPvAibaEXe+Hl3bsG7JYGg4+Wgmy8K3a,2000,1,7.14,7.26,7.25,8.0,7.91,8.76,8.17,9.17
F110549DXPvAibaEXe8z1D60SqYPkFGmz0OIbe3g,0,-1,8.06,8.11,7.85,7.49,7.74,7.74,6.23,3.52
F11612B0XPvAibaEXe+q0E3QguGBpa4WLGtWPBDQ,2000,1,0.13,0.14,2.64,5.84,4.63,4.0,4.43,6.62
F11EB6ABXPvAibaEXe8EW55eQakbvwPKvYtMIMCU,0,-1,6.89,7.35,5.82,6.78,6.18,7.77,7.57,8.51
F1260990XPvAibaEXe+WyjAMa+c6gpPtQO9RF9iC,2001,1,9.18,8.81,8.02,7.74,8.84,8.93,8.63,8.85
F1376BF4XPvAibaEXe8LH8F9PEYD5eLLfpQDMRZ/,0,-1,7.4,7.89,8.28,7.73,8.26,8.8,8.43,8.32
F13C83A4XPvAibaEXe9o/lUQXb5f/z3txLobU3Az,1996,1,6.62,5.07,5.61,6.55,7.83,5.33,2.62,6.0
F13E1BA9XPvAibaEXe91kmICrkek2o/snRaC+Cll,1999,1,8.38,8.33,8.4,7.8,8.57,8.79,8.56,8.42
F13F52DBXPvAibaEXe/aKtNDHjDg7YBH2vrc+8Fl,0,-1,8.16,5.65,6.04,4.05,3.88,3.47,6.47,4.72
F144F3D2XPvAibaEXe8qxKHWIxudAGGY+yzSLiq9,2001,1,7.03,6.64,6.75,6.71,7.16,7.12,7.63,7.19
F1455579XPvAibaEXe9HXpb1PepyFfdXb2ThfxZz,1997,1,7.35,0.29,5.27,5.21,4.37,7.93,6.92,6.87
F14676F2XPvAibaEXe/Ko3VBeq65/zGUzTY2VaO5,1995,1,6.75,4.98,5.19,4.33,5.18,4.38,4.73,5.87
F150E1DEXPvAibaEXe8oT/p9f7HpvWl5+qBTFNQx,2000,1,8.11,7.77,7.92,8.92,8.37,8.99,9.57,9.04
F1601417XPvAibaEXe+XOEV1VJ5O22o5PGDZu7CX,1999,1,6.14,7.46,7.0,6.75,6.86,7.23,7.58,9.0
F16C2981XPvAibaEXe/69hWWh+JD2RYQ9Sz2v0vv,1995,1,7.68,6.99,5.74,5.67,4.77,7.08,6.86,7.34
F16F0FEBXPvAibaEXe8JhJ4J3nSSl6eFaumAKm+I,2001,1,8.44,5.49,8.79,8.8,8.88,9.15,9.48,8.53
F170F0F4XPvAibaEXe+n07P56kWx2McktnV+cXXB,1999,1,7.7,7.78,7.61,8.01,7.56,7.58,7.84,1.5
F177D17AXPvAibaEXe+wCRIlhV+1XwE7AWBbSDyJ,2000,1,7.63,8.23,8.75,8.26,7.49,8.42,8.75,7.77
F177E1D8XPvAibaEXe+xnA4ejL8zveXkcfgqtjLX,0,-1,8.83,8.78,9.01,8.05,8.11,7.3,6.77,8.82
F188F59AXPvAibaEXe+nZBq3b0XEhX0gn3eyGCol,1995,1,6.91,7.14,7.6,7.99,8.18,7.61,7.64,8.58
F1894F08XPvAibaEXe9Z0fDyfUkzH5UDuAqYzBMT,1997,1,8.24,4.85,4.96,3.89,6.42,5.51,5.83,5.33
F18B7DE2XPvAibaEXe+DniE7HQhZzrzlL/DjBWEp,0,-1,8.3,7.62,7.87,8.02,7.54,8.03,8.6,7.82
F18D4D2FXPvAibaEXe/kSDDr/jkTQ7sEK9dQF8+7,2001,1,7.44,7.13,7.72,9.2,8.03,7.04,6.08,8.61
F19381D9XPvAibaEXe/Nq24Gaz1feSmFuk6hkLNx,1999,1,8.14,7.54,7.51,5.92,5.45,5.51,5.29,0.32
F193B229XPvAibaEXe9xO+RAnsxzczI4dXneh3n5,0,-1,6.66,7.39,7.7,7.25,8.06,7.59,7.93,7.92
F194DA26XPvAibaEXe9Z67almz7y5jarc2nxH/N/,1995,1,4.75,5.03,5.25,4.45,2.28,3.09,7.16,6.56
F195E5E6XPvAibaEXe9M021iVaAwIH1lH9to4XgR,1995,1,5.57,5.17,6.15,6.0,5.12,6.69,6.46,8.57
F1AACB01XPvAibaEXe8M37suqoe4Cbsh5M0kmj9t,1998,1,5.56,3.93,8.08,8.21,7.94,8.22,7.92,7.46
F1AC7EB2XPvAibaEXe86ShnmDByrm6Sn44IZZf9+,1998,1,7.17,7.65,8.3,8.37,8.11,8.5,8.7,8.33
F1AE6A7DXPvAibaEXe+pDN88/1DR4GQG2cn+o/MP,1996,1,6.09,6.38,7.21,7.59,7.96,8.47,7.99,8.41
F1AF1834XPvAibaEXe/nw3DhNQnHf60WkpUCPXjg,1999,1,6.61,5.51,1.69,5.12,5.76,7.08,7.26,7.35
F1BCC7F1XPvAibaEXe/KIviHIwoJTm4VG4Z7fAQf,0,-1,9.08,9.18,9.09,8.76,8.44,8.68,8.67,8.73
F1BD4D94XPvAibaEXe91vJAQAEGFNAyVScc9ctWQ,0,-1,8.65,8.68,8.92,8.72,8.67,8.76,8.64,8.99
F1C269FDXPvAibaEXe/eRksRS1wGeM1wcohpNXDp,1995,1,8.16,6.46,8.0,6.78,1.0,5.58,6.68,6.01
F1CA1D4CXPvAibaEXe+7lZeRkZH8Ff1G2+9kl3h9,0,-1,7.91,8.36,7.82,7.06,6.21,7.3,6.31,5.66
F1E4C8BDXPvAibaEXe/3r71QULrjp3Z8NJaEp6IV,2001,1,8.35,7.29,7.61,8.13,8.51,8.4,8.35,8.17
F1E5E055XPvAibaEXe+Wjq/eoSKNhdg9exGKekXz,1996,1,8.71,7.82,8.27,7.82,7.82,8.71,8.63,8.04
F1F07D1DXPvAibaEXe9/83vYrk4yZhqvORuehviT,1997,1,7.56,6.41,7.85,7.5,7.85,6.93,8.01,7.5
F1F0C9D3XPvAibaEXe+L4623Ow78XX66uuGosrh5,0,-1,7.46,8.31,7.2,7.11,7.77,7.85,8.15,7.82
F1F5CE31XPvAibaEXe9KG2OR8ZVK3g4fVrts9Ecv,1997,0,8.45,7.32,8.74,7.22,6.14,6.91,6.29,6.56
F1FE5D4FXPvAibaEXe/N50hRf+Du8U1PcNWSN8sZ,2001,0,7.68,7.23,6.45,6.68,7.39,6.72,6.58,6.03
F203BBC3XPvAibaEXe+suUpvSAu/o/+ZL0cV+o+k,1995,1,5.34,3.83,6.92,7.67,7.34,6.19,7.06,8.04
F20A8094XPvAibaEXe9FRFgWLD9noTNP+BadXReP,1999,1,6.05,5.64,4.74,4.79,5.34,2.74,4.01,3.51
F20DAC9CXPvAibaEXe+PVAbtvmWztvqSlgxkmaYD,1999,1,5.62,1.19,2.47,3.8,1.0,1.69,4.37,3.11
F21349E0XPvAibaEXe/kkFLQkmMrVfZR5vNiL4LU,0,-1,8.34,7.25,6.98,7.35,6.42,5.87,6.26,5.76
F2172708XPvAibaEXe9fwZBwsCOuQBWO6yBIlUld,1994,0,7.32,6.32,7.55,8.43,8.16,7.91,7.6,8.32
F22643C6XPvAibaEXe+Wjq/eoSKNhZeG3NaL+n5t,1996,1,8.0,7.96,8.57,8.28,8.19,8.89,8.14,8.44
F2278788XPvAibaEXe/Z2D1Qs9UWoGyTMjg2MYbM,1998,1,8.09,7.13,8.63,7.56,8.14,8.12,7.8,8.15
F230F47EXPvAibaEXe9+dT4FRTt+Q4CZl3gw+B7e,1997,1,8.86,8.8,8.44,7.93,8.44,7.63,8.21,8.3
F240CBEBXPvAibaEXe8oOckqmsrcbVdUPMSQ9Ifx,1996,1,5.79,4.45,4.38,1.49,1.55,3.13,0.58,1.45
F241EE3FXPvAibaEXe8VdV75E6kcriil11BUJAqX,1996,1,7.59,7.82,7.64,6.96,7.82,8.0,7.14,8.9
F2449D67XPvAibaEXe/AdnwkoyhfDkqxTK84Dj06,1999,0,6.6,6.66,6.41,6.86,6.29,6.67,6.61,6.71
F24A8D64XPvAibaEXe8rQs/aokBGKbyGO2VetfMM,0,-1,8.36,8.26,7.6,8.59,7.84,7.92,7.98,7.94
F24AAC52XPvAibaEXe/nRR7q+hWy3BFkcWNQMe85,1996,1,6.54,5.77,6.98,7.16,7.09,6.82,8.11,7.36
F24ECB8DXPvAibaEXe8qh9FRNDK+MSP8dv3PW7SX,1999,1,3.75,4.1,2.82,2.38,3.28,3.53,4.7,1.86
F257BE3EXPvAibaEXe+lo6eJkHWaQX9v5OomNEKz,1995,1,6.95,5.75,6.02,6.99,7.09,7.99,8.07,5.93
F25B47BFXPvAibaEXe99j2P15eeB08BTAdZknEaN,1995,1,6.84,7.78,8.35,8.05,8.7,7.35,7.72,7.25
F25BCC64XPvAibaEXe8VTfh7IMCjr9NG3ZbRb3pc,0,-1,2.63,1.57,4.47,5.58,5.11,5.09,4.53,5.72
F25EC7EBXPvAibaEXe/sKOWIYAkjtqUSTDkKaJYq,2000,1,8.49,7.57,6.96,7.68,7.29,8.35,8.45,8.06
F2696E85XPvAibaEXe9ysTifnGoMwT5kAXkjtPqR,1995,1,7.14,5.24,6.52,6.91,7.39,7.76,8.15,8.07
F26FD744XPvAibaEXe8OLQLlidG6//6ShwJ1wZku,1998,1,6.82,3.77,4.32,4.5,6.28,5.9,5.12,4.15
F272C6E2XPvAibaEXe/N50hRf+Du8Wfgo7CelReA,2001,0,8.75,8.64,7.86,8.28,8.59,8.71,9.0,8.65
F282E487XPvAibaEXe95BgJyC1XgNYraK+zbGNJZ,2001,1,8.42,9.43,8.74,8.86,8.22,8.52,9.21,9.01
F28C959CXPvAibaEXe+cwJHZ8eVX0mgLLcowSZss,0,-1,7.26,8.14,7.25,7.6,7.99,7.94,7.79,8.27
F29151A5XPvAibaEXe+5v7/2krOwGP4EMN9SNPuB,0,-1,9.32,9.11,9.3,8.53,8.6,8.44,8.51,8.95
F297A276XPvAibaEXe8PcTqQe5AuPyCUJkNd86xr,2001,1,9.13,7.69,7.69,8.3,7.49,8.17,3.27,7.21
F29803D0XPvAibaEXe/o3PWM28sNimj72cekyrWI,0,-1,3.77,0.49,3.15,3.7,3.49,1.41,2.85,6.31
F298A6EBXPvAibaEXe8CN9MRovh0mO/fWoHs22w6,1998,1,7.22,6.05,6.85,7.71,5.76,7.69,7.52,8.22
F29A1BC9XPvAibaEXe9FHRfjQvHQkdIE2idPuU5w,2001,1,6.16,3.97,5.48,6.2,6.53,6.04,5.95,7.24
F2A34F33XPvAibaEXe/VnvhYBb4TNDCSMzPgu6l3,2000,1,8.66,8.64,8.45,9.15,8.16,7.47,8.14,8.65
F2A4E5FCXPvAibaEXe9w7hFRcHEZpDw8Mrf5EjDl,0,-1,7.91,8.57,8.18,8.36,8.59,8.27,7.93,8.67
F2A6DB64XPvAibaEXe9ro8CnHiMdMcXkGtAanpzK,0,-1,8.77,9.12,8.56,8.32,8.62,8.23,8.59,8.27
F2BC27CCXPvAibaEXe/bnXzU5L5zl/FuDapOogBw,0,-1,7.49,8.35,8.41,8.12,8.12,8.96,8.59,8.38
F2BE62BCXPvAibaEXe+LOVcofflPOkxkCIGQyioz,2000,1,7.89,7.13,7.03,8.2,8.73,9.64,9.41,10.0
F2C0D01EXPvAibaEXe87zPkGv/PdblLnRljWKqTv,2000,1,7.78,8.08,6.48,7.81,8.4,8.89,8.38,7.98
F2CBBCC1XPvAibaEXe9RBNO8knVPDxH6/lxCwoE5,1997,1,8.12,7.5,8.24,7.73,7.89,8.99,8.57,7.8
F2CF58A0XPvAibaEXe8UtLk0ua6nIIdzKFAKbbo4,2000,1,7.15,6.85,6.1,7.0,7.47,6.06,7.63,6.27
F2D1EA42XPvAibaEXe/QWjvABg0+vSYSwpxYK7MB,1999,1,6.57,6.62,6.52,7.87,6.93,7.08,7.87,8.12
F2D6E7DAXPvAibaEXe+Ovh5RZZKgOnVMyc+GaUzu,0,-1,5.25,5.73,7.58,4.32,6.32,6.44,6.23,6.54
F2D773AEXPvAibaEXe/mbD1XVEM0x6PCACQrEPgt,2000,0,6.55,6.46,6.76,7.53,6.99,7.99,8.92,7.97
F2D84BBCXPvAibaEXe+rQqH2xQ3mKzN6Crh/dlH1,0,-1,7.47,1.74,2.2,2.2,5.36,4.12,6.52,3.34
F2E08BFBXPvAibaEXe86jqvsmOoL9oGDUv7q0lsr,1998,1,6.88,6.41,7.85,7.51,8.6,8.38,8.01,8.97
F2EAA359XPvAibaEXe9o/lUQXb5f/wV4mvQVjSu3,1994,1,4.85,5.38,6.49,6.28,7.91,8.15,7.18,3.6
F2EB7AEFXPvAibaEXe+43HJfrfERJHS1cJl0nVI6,2000,1,9.12,9.3,8.81,9.33,8.95,9.08,9.33,9.6
F2ECE03CXPvAibaEXe/X5qOvA9deFS0DFHPqxipl,2001,1,7.93,5.61,7.08,7.89,8.0,7.94,7.71,8.23
F2F77E8EXPvAibaEXe/6gqqbvLbYM2nX5IVUB9xv,2001,1,7.68,5.65,6.35,8.03,7.4,7.4,6.52,6.94
F309234EXPvAibaEXe/YKAlYnC3m9+IBO6iZJ0Cn,1995,1,6.92,7.79,7.35,8.03,8.6,8.92,8.91,9.3
F30FCF04XPvAibaEXe8cyAoRoKB5PVyDqtNLRdNw,2000,0,7.22,5.54,6.08,5.71,5.59,4.84,5.39,7.65
F3105AE8XPvAibaEXe9ESTQu9OOcIPxFEq3uU1s6,1997,1,8.9,8.59,8.73,8.19,8.72,8.04,8.32,8.14
F31CCE4BXPvAibaEXe9/3rpdfvRgguoJCeRLGESl,2000,1,5.73,4.58,5.13,6.57,4.81,5.0,6.5,7.09
F31E7BEFXPvAibaEXe/KVW+JfXJB/icHwabmmIyv,1999,1,4.74,5.39,6.02,6.0,6.37,5.98,6.11,6.82
F3200C0AXPvAibaEXe+KaiYHkmXYCR7tsqBY39X/,2001,1,9.44,8.54,7.11,7.11,8.43,7.85,8.04,7.95
F321EBC0XPvAibaEXe+BUGeEgVnB4DpkT8waCpJm,1997,1,7.67,7.39,7.44,6.95,6.32,5.68,4.03,0.53
F32AD73EXPvAibaEXe/X620QmxGwzYkBF2IBBF9/,0,-1,5.98,5.83,6.89,4.95,1.53,4.34,3.85,3.39
F32AFC18XPvAibaEXe+uWtCFQV0fxokiPEGg8CUw,1999,1,7.02,5.53,7.46,6.45,5.34,5.47,5.27,4.9
F3329B64XPvAibaEXe9p2uXWEeSl6ugoB3kGHO9C,2000,0,7.14,6.53,7.5,6.64,6.68,7.01,8.22,8.02
F333B5F4XPvAibaEXe9yFa4Od3meJ9e3oKE/lA/T,0,-1,9.35,9.6,0.13,1.79,2.87,6.11,4.45,4.55
F337F017XPvAibaEXe/c9IhyYNxqHAoApiPVsvJS,0,-1,8.25,8.64,7.51,8.04,8.0,8.1,6.7,6.37
F34E4020XPvAibaEXe8pd25OrRS+bVa2uJMwiE2i,1997,1,8.09,7.58,8.3,8.56,8.13,8.22,8.8,8.45
F35B6B7AXPvAibaEXe+patkqhDdd1b96OMCIKNoq,0,-1,6.58,5.79,7.33,7.27,5.95,6.45,7.09,6.23
F365B466XPvAibaEXe85pnNqK7QfqvQEolh2EM0r,0,-1,7.68,7.67,6.8,7.72,7.18,7.98,7.36,8.43
F368608BXPvAibaEXe8R2Rbk2WiF3Ay/FYoZGRUm,0,-1,6.96,6.81,6.48,7.34,6.48,7.25,6.51,5.8
F36C6B11XPvAibaEXe/TkCpSS/6Lh2SrpXitRmDC,0,-1,6.65,6.79,7.84,7.94,8.38,8.01,8.46,8.1
F3783C39XPvAibaEXe9KRifo2bJPJJtyhAq9mv6c,0,-1,8.52,8.47,8.07,8.17,7.88,8.09,8.26,7.9
F385CAFAXPvAibaEXe9WcTnuikKYKid8QTsc6Jb0,1997,1,8.5,7.9,7.62,8.23,7.73,7.51,7.91,7.99
F386A9F3XPvAibaEXe/4YH02BDnyToyzIbRaCmEd,2000,1,7.51,7.93,7.82,8.46,5.3,8.51,7.68,9.07
F3916317XPvAibaEXe8u6ih8pRJJpHSNevcRqqih,1997,1,7.65,7.82,7.99,7.64,8.08,7.74,7.72,8.07
F39354EFXPvAibaEXe+/EkvXK98KbWXgswf1tfGi,1994,1,6.73,7.58,8.47,8.45,7.92,8.14,8.32,8.7
F3960382XPvAibaEXe9/E7eUO1RQ8h2QsMI8P1ZU,0,-1,6.22,4.88,7.7,6.59,7.11,7.81,7.57,7.59
F3A0CE21XPvAibaEXe+rQqH2xQ3mKyergYMUpVLS,0,-1,8.41,7.11,7.09,6.37,6.88,5.65,5.1,8.31
F3A15C4EXPvAibaEXe9ZXP7qFXYGxi7inaH0EmjB,0,-1,2.66,2.7,2.85,5.0,5.12,5.29,5.31,3.68
F3A51EB1XPvAibaEXe8xN1Ehxu1cby2c9MxD3Re6,2001,0,8.38,8.2,7.74,8.27,8.92,8.33,9.23,8.92
F3A59425XPvAibaEXe+A+6mRsShfH7Qo3qkfD/45,1997,1,6.96,4.45,2.45,3.35,4.38,5.59,7.3,4.74
F3A95D3EXPvAibaEXe/YUZi7fAhqUH9E0vOaqznd,2001,1,9.15,9.32,8.68,8.36,9.08,8.02,8.73,8.99
F3AA2586XPvAibaEXe9PMniL1hA1yhNRG9WMu29c,0,-1,7.84,7.57,8.34,8.02,7.95,7.86,8.2,8.53
